"Path","IsFileOrDirectory","GitTracked","GitIgnored","GitStatus","TopLevelItem","FileCount","SizeBytes","ContainsGitMetadata","ContainsPackageManifest","ContainsTests","ContainsEntrypoint","ContainsSecretsSuspected","ContainsRuntimeState","ContainsGeneratedArtifacts","ContainsCacheArtifacts","ContainsArchiveMaterial","ContainsDocs","ContainsSource","ContainsCIOrWorkflow","ContainsAgentInstructions","ContainsGovernanceMaterial","ImportReferencesCount","TestReferencesCount","CIReferencesCount","DocReferencesCount","ConfigReferencesCount","EvidenceCommandsUsed","Classification","ResponsibilityArea","LifecycleStatus","CanMove","ProposedOperation","ProposedDestination","RiskIfMoved","RiskIfLeft","RollbackMethod","ValidationRequired","OwnerApprovalRequired","Confidence","Reason","PhysicalExists"
"T:\Project-AI-main\README.md","File","True","False","TRACKED","README.md","1","7344","False","False","False","True","False","False","False","False","False","True","False","False","False","False","1","6","23","285","12","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","ACTIVE_ROOT","Core project identity and configuration (per RESPONSIBILITY_RECOVERY_AUDIT)","ACTIVE","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- README.md or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","HIGH","Core root file, referenced in active docs and structure | Commands: git ls-files --error-unmatch -- 'README.md'; git ls-files -- 'README.md/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'README.md' + LASTEXITCODE; Test-Path -LiteralPath '.\README.md'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Conservative default: NO (insufficient evidence for movability after git/fs correction; high-assurance posture).","True"
"T:\Project-AI-main\recovery_repo_restructure_unique.txt","File","True","False","TRACKED","recovery_repo_restructure_unique.txt","1","72584","False","False","False","False","False","False","False","False","False","True","False","False","False","False","0","0","0","0","0","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- recovery_repo_restructure_unique.txt or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- 'recovery_repo_restructure_unique.txt'; git ls-files -- 'recovery_repo_restructure_unique.txt/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'recovery_repo_restructure_unique.txt' + LASTEXITCODE; Test-Path -LiteralPath '.\recovery_repo_restructure_unique.txt'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | High-risk item (listed in protocol: active runtime/governance/agent/test/docs/CI/package etc.). Forced CanMove=NO, no operation proposed.","True"
"T:\Project-AI-main\recovery_verified_poc_unique.txt","File","True","False","TRACKED","recovery_verified_poc_unique.txt","1","401063","False","False","False","False","False","False","False","False","False","True","False","False","False","False","0","0","0","0","0","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- recovery_verified_poc_unique.txt or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- 'recovery_verified_poc_unique.txt'; git ls-files -- 'recovery_verified_poc_unique.txt/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'recovery_verified_poc_unique.txt' + LASTEXITCODE; Test-Path -LiteralPath '.\recovery_verified_poc_unique.txt'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | High-risk item (listed in protocol: active runtime/governance/agent/test/docs/CI/package etc.). Forced CanMove=NO, no operation proposed.","True"
"T:\Project-AI-main\remediation_integration.log","File","False","True","IGNORED","remediation_integration.log","1","878","False","False","False","False","False","True","False","False","False","False","False","False","False","False","0","0","0","0","0","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- remediation_integration.log or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- 'remediation_integration.log'; git ls-files -- 'remediation_integration.log/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'remediation_integration.log' + LASTEXITCODE; Test-Path -LiteralPath '.\remediation_integration.log'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Conservative default: NO (insufficient evidence for movability after git/fs correction; high-assurance posture).","True"
"T:\Project-AI-main\requirements-dev.txt","File","True","False","TRACKED","requirements-dev.txt","1","320","False","True","False","False","False","False","False","False","False","True","False","False","False","False","0","1","18","35","17","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- requirements-dev.txt or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- 'requirements-dev.txt'; git ls-files -- 'requirements-dev.txt/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'requirements-dev.txt' + LASTEXITCODE; Test-Path -LiteralPath '.\requirements-dev.txt'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Conservative default: NO (insufficient evidence for movability after git/fs correction; high-assurance posture).","True"
"T:\Project-AI-main\requirements.in","File","True","False","TRACKED","requirements.in","1","20","False","False","False","False","False","False","False","False","False","False","False","False","False","False","1","0","4","18","2","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- requirements.in or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- 'requirements.in'; git ls-files -- 'requirements.in/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'requirements.in' + LASTEXITCODE; Test-Path -LiteralPath '.\requirements.in'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Conservative default: NO (insufficient evidence for movability after git/fs correction; high-assurance posture).","True"
"T:\Project-AI-main\requirements.lock","File","True","False","TRACKED","requirements.lock","1","120659","False","False","False","False","False","False","False","False","False","False","False","False","False","False","1","0","3","15","3","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- requirements.lock or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- 'requirements.lock'; git ls-files -- 'requirements.lock/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'requirements.lock' + LASTEXITCODE; Test-Path -LiteralPath '.\requirements.lock'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Conservative default: NO (insufficient evidence for movability after git/fs correction; high-assurance posture).","True"
"T:\Project-AI-main\requirements.txt","File","True","False","TRACKED","requirements.txt","1","1709","False","True","False","False","False","False","False","False","False","True","False","False","False","False","1","3","33","142","20","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- requirements.txt or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- 'requirements.txt'; git ls-files -- 'requirements.txt/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'requirements.txt' + LASTEXITCODE; Test-Path -LiteralPath '.\requirements.txt'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Conservative default: NO (insufficient evidence for movability after git/fs correction; high-assurance posture).","True"
"T:\Project-AI-main\run_shadow_tests.bat","File","True","False","TRACKED","run_shadow_tests.bat","1","235","False","False","False","False","False","False","False","False","False","False","False","False","False","False","0","0","0","0","0","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- run_shadow_tests.bat or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- 'run_shadow_tests.bat'; git ls-files -- 'run_shadow_tests.bat/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'run_shadow_tests.bat' + LASTEXITCODE; Test-Path -LiteralPath '.\run_shadow_tests.bat'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | High-risk item (listed in protocol: active runtime/governance/agent/test/docs/CI/package etc.). Forced CanMove=NO, no operation proposed.","True"
"T:\Project-AI-main\SECURITY.md","File","True","False","TRACKED","SECURITY.md","1","8208","False","False","False","False","False","False","False","False","False","True","False","False","False","False","0","0","9","73","2","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- SECURITY.md or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- 'SECURITY.md'; git ls-files -- 'SECURITY.md/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'SECURITY.md' + LASTEXITCODE; Test-Path -LiteralPath '.\SECURITY.md'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | High-risk item (listed in protocol: active runtime/governance/agent/test/docs/CI/package etc.). Forced CanMove=NO, no operation proposed.","True"
"T:\Project-AI-main\session.sqlite","File","True","False","TRACKED","session.sqlite","1","0","False","False","False","False","False","False","False","False","False","False","False","False","False","False","1","0","0","0","0","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- session.sqlite or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- 'session.sqlite'; git ls-files -- 'session.sqlite/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'session.sqlite' + LASTEXITCODE; Test-Path -LiteralPath '.\session.sqlite'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | High-risk item (listed in protocol: active runtime/governance/agent/test/docs/CI/package etc.). Forced CanMove=NO, no operation proposed.","True"
"T:\Project-AI-main\settings.gradle","File","True","False","TRACKED","settings.gradle","1","49","False","False","False","False","False","False","False","False","False","False","False","False","False","False","17","0","1","11","1","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- settings.gradle or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- 'settings.gradle'; git ls-files -- 'settings.gradle/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'settings.gradle' + LASTEXITCODE; Test-Path -LiteralPath '.\settings.gradle'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Conservative default: NO (insufficient evidence for movability after git/fs correction; high-assurance posture).","True"
"T:\Project-AI-main\settings.gradle.kts","File","True","False","TRACKED","settings.gradle.kts","1","6448","False","False","False","False","False","False","False","False","False","False","False","False","False","False","17","0","0","3","0","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- settings.gradle.kts or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- 'settings.gradle.kts'; git ls-files -- 'settings.gradle.kts/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'settings.gradle.kts' + LASTEXITCODE; Test-Path -LiteralPath '.\settings.gradle.kts'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Conservative default: NO (insufficient evidence for movability after git/fs correction; high-assurance posture).","True"
"T:\Project-AI-main\setup.cfg","File","True","False","TRACKED","setup.cfg","1","1029","False","False","False","False","False","False","False","False","False","False","False","False","False","False","15","0","2","7","1","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","ACTIVE_ROOT","Core project identity and configuration (per RESPONSIBILITY_RECOVERY_AUDIT)","ACTIVE","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- setup.cfg or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","HIGH","Core root file, referenced in active docs and structure | Commands: git ls-files --error-unmatch -- 'setup.cfg'; git ls-files -- 'setup.cfg/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'setup.cfg' + LASTEXITCODE; Test-Path -LiteralPath '.\setup.cfg'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Conservative default: NO (insufficient evidence for movability after git/fs correction; high-assurance posture).","True"
"T:\Project-AI-main\setup.py","File","True","False","TRACKED","setup.py","1","451","False","True","False","False","False","False","False","False","False","False","True","False","False","False","15","0","35","68","31","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","ACTIVE_ROOT","Core project identity and configuration (per RESPONSIBILITY_RECOVERY_AUDIT)","ACTIVE","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- setup.py or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","HIGH","Core root file, referenced in active docs and structure | Commands: git ls-files --error-unmatch -- 'setup.py'; git ls-files -- 'setup.py/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'setup.py' + LASTEXITCODE; Test-Path -LiteralPath '.\setup.py'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Conservative default: NO (insufficient evidence for movability after git/fs correction; high-assurance posture).","True"
